an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,indice_mecanizare_nou,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct
2020,Constanta,323,404,727,626,94,117,211,183,440468,219834,670480,32.78755518,1.084297816,0.314699916,1.421215616,0.415467185,1.398997733,173253,78197,52517,74538,35213,2177,415895,41.65787038,18.80210149,12.62746607,17.92231212,8.466800515,0.523449428,170322,79538,76548,83084,42533,2647,0.983082544,1.017148995,1.457585163,1.114652929,1.207877772,1.215893431,286800,45500,15.86471409,3120,3121,2465,216,848,7.501893507,7.50429796,5.926976761,0.519361858,2.038976184,-0.744930118,-0.807808778,-0.996964066,-0.901101811,-0.862701193,-1.025888787,13.58406173,0.041060344,462.2598898,59.98883934,14.912542
2021,Constanta,584,662,1246,1042,196,229,425,364,428501,221872,662276,33.50144049,1.88139084,0.64172641,2.431732948,0.84947293,2.52311725,164480,88025,50277,72265,34223,416,409686,40.14782053,21.4859673,12.27208155,17.63911874,8.353470707,0.10154118,836548,416660,263397,246515,101026,737,5.086016537,4.733428003,5.238916403,3.411264097,2.951991351,1.771634615,266200,23300,8.752817431,3451,3121,2325,216,848,8.423524358,7.618029418,5.675077987,0.527233052,2.069877906,-0.733618963,-0.805559038,-1.020576073,-0.893920212,-0.863418572,-1.015498834,12.35763943,-1.2264223,753.3705976,291.1107078,62.97554994
2022,Constanta,708,827,1535,1262,219,261,480,381,419272,224088,656635,34.12672185,2.337676182,0.730999718,3.009979202,0.908717968,3.068675901,162688,80374,58922,74005,37309,811,414109,39.28627487,19.40889959,14.22862097,17.87089872,9.009463692,0.195842157,811647,383403,223205,176232,90544,1320,4.988978904,4.770236644,3.788143648,2.381352611,2.426867512,1.627620222,273600,23900,8.735380117,3497,3126,2325,219,851,8.444636557,7.548737168,5.614463825,0.52884627,2.055014501,-0.733359854,-0.806929719,-1.026257807,-0.897374486,-0.865980467,-1.010115808,13.1747225,0.817083075,315.453109,-437.9174886,-58.12776475
2012,Covasna,32,41,73,56,25,11,36,32,141036,109205,209396,52.15238113,0.34862175,0.171923055,0.397061743,0.226892425,0.520544805,17279,7420,5577,0,145,62,30483,56.68405341,24.34143621,18.29544336,0,0.475674966,0.203392055,44498,17361,15848,0,336,105,2.575264772,2.339757412,2.841671149,,2.317241379,1.693548387,84400,24400,28.90995261,3844,3075,1024,248,310,126.1030738,100.875898,33.59249418,8.135682184,10.16960273,0.710659457,1.039189404,1.596293396,0.988465992,1.083652063,0.510402109,7.596679688,0.907001126,693.2394229,40.48277476,6.201817304
2013,Covasna,37,62,99,87,12,12,24,19,140511,109303,208846,52.33664997,0.474033498,0.114917212,0.619168606,0.13522073,0.58895071,20016,5580,7276,0,1282,9,34163,58.58970231,16.33346018,21.29789538,0,3.75259784,0.026344291,60231,14638,36529,0,2935,14,3.009142686,2.623297491,5.020478285,,2.289391576,1.555555556,83200,23200,27.88461538,3837,3066,773,248,304,112.3144923,89.74621667,22.62681849,7.259315634,8.898515938,0.541432512,0.819031442,0.56841382,0.693063828,0.655485401,0.222482865,7.597218175,0.000538488,703.7135766,10.47415367,1.510899888
2014,Covasna,21,44,65,57,15,14,29,24,139557,109317,208155,52.51711465,0.312267301,0.139319257,0.408435263,0.171972742,0.451586558,19805,5667,7039,40,1701,6,34258,57.81131415,16.54212155,20.54702551,0.116761049,4.965263588,0.017514157,65135,12692,38695,98,4714,11,3.288815956,2.239632963,5.49722972,2.45,2.771310994,1.833333333,83000,23100,27.8313253,3830,3066,773,248,277,111.798704,89.49734369,22.56407263,7.239185008,8.08570261,0.535102254,0.814108447,0.562532269,0.504164992,0.60397699,0.224512293,7.84055353,0.243335355,902.0988905,198.385314,28.19120173
2015,Covasna,37,43,80,66,17,17,34,28,138033,108896,207021,52.60142691,0.386434226,0.164234546,0.47814653,0.202850043,0.550668773,19523,5785,6915,7,1529,208,33967,57.47637413,17.0312362,20.35799452,0.020608237,4.501427856,0.612359054,62464,12338,27466,10,3716,402,3.199508272,2.132757131,3.971945047,1.428571429,2.430346632,1.932692308,83200,20200,24.27884615,3832,3066,773,248,279,112.8153796,90.26407984,22.75738217,7.30120411,8.213854624,0.54757989,0.829275374,0.580652349,0.53394768,0.622863824,0.253494272,7.999987202,0.159433673,722.151824,-179.9470665,-19.94759869
2016,Covasna,55,58,113,93,20,26,46,38,136266,108483,205705,52.73717216,0.549330352,0.223621205,0.682488662,0.278866335,0.772951557,20526,6136,7500,6,2282,562,37012,55.4576894,16.578407,20.26369826,0.016210959,6.165567924,1.518426456,69768,14837,30965,11,6852,1439,3.399006139,2.418024772,4.128666667,1.833333333,3.002629273,2.560498221,81800,17500,21.39364303,3764,3066,883,38,280,101.696747,82.83799849,23.85712742,1.026694045,7.565114017,0.411121166,0.682378901,0.68373817,0.38317955,0.540104447,0.246231521,7.499413767,-0.500573435,938.0629307,215.9111066,29.89829832
2017,Covasna,46,42,88,73,27,25,52,40,134406,107983,204309,52.85278671,0.430720135,0.254516443,0.543130515,0.297605762,0.685236578,24221,6070,11152,390,2227,710,44770,54.10096046,13.55818629,24.90953764,0.871119053,4.974313156,1.585883404,109861,20358,62490,982,5711,1247,4.535774741,3.353871499,5.603479197,2.517948718,2.564436462,1.756338028,82400,17700,21.48058252,3759,3066,883,38,271,83.96247487,68.48335939,19.72302881,0.848782667,6.053160599,0.19346885,0.398427546,0.296223926,0.03179968,0.229980001,0.048804007,7.217642507,-0.28177126,802.2388694,-135.8240613,-14.47920569
2018,Covasna,50,58,108,92,23,29,52,39,132638,107311,202886,52.89226462,0.532318642,0.256301568,0.693617214,0.294033384,0.78862021,24184,6104,11130,386,2211,635,44650,54.16349384,13.67077268,24.92721165,0.86450168,4.951847704,1.422172452,99463,20448,76113,896,5554,1122,4.112760503,3.349934469,6.838544474,2.321243523,2.511985527,1.766929134,82300,18100,21.9927096,3779,3083,895,38,273,84.63605823,69.0481523,20.04479283,0.85106383,6.114221725,0.201735723,0.409599803,0.326384828,0.045990362,0.245927679,0.044556992,7.837973318,0.620330811,788.9605995,-13.27826994,-1.655151656
2019,Covasna,55,65,120,103,30,26,56,45,131276,106589,201910,52.79035214,0.594324204,0.277351295,0.784606478,0.342789238,0.871675499,23880,5959,11147,416,2136,661,44199,54.02837168,13.48220548,25.2200276,0.941197765,4.832688522,1.495508948,96376,18380,69610,973,5022,929,4.035845896,3.084410136,6.244729524,2.338942308,2.351123596,1.405446293,82900,17900,21.59227986,4089,3155,947,38,275,92.51340528,71.38170547,21.42582411,0.859747958,6.221860223,0.298414223,0.455760182,0.455837302,0.071005684,0.320254348,0.119006876,8.332831598,0.49485828,725.8486089,-63.11199062,-7.999384337
2020,Covasna,28,32,60,54,19,15,34,28,129987,106088,200894,52.80794847,0.298664968,0.169243482,0.415426158,0.215406156,0.467908449,23316,5559,10271,499,2309,1168,43122,54.06984834,12.89133157,23.81846853,1.157181949,5.354575391,2.708594221,77273,10634,44007,1032,4227,1428,3.314161949,1.912933981,4.284587674,2.068136273,1.830662625,1.22260274,80900,17200,21.26081582,5176,3155,966,38,275,120.0315384,73.16450999,22.40155837,0.881220723,6.377255229,0.636143642,0.491026116,0.547298817,0.107119678,0.445397063,0.257791722,8.299509356,-0.033322242,790.8621427,65.01353378,8.956899963
2021,Covasna,53,73,126,108,20,20,40,30,128882,106952,200094,53.45087809,0.629704039,0.199906044,0.837975823,0.232771062,0.829610083,24686,3530,10792,634,2599,649,42890,57.55653999,8.230356727,25.16204243,1.478200047,6.059687573,1.513173234,97039,12413,48106,1322,5839,1223,3.930932512,3.516430595,4.457561156,2.085173502,2.246633321,1.884437596,74500,9100,12.2147651,7312,3540,1340,38,425,170.48263,82.53672185,31.24271392,0.88598741,9.909069713,1.255328736,0.676419301,1.37603418,0.927917792,1.058925002,0.874145572,7.158283849,-1.141225507,855.3660908,64.50394812,8.156155749
2022,Covasna,79,79,158,131,37,29,66,45,128328,108022,199957,54.02261486,0.790169887,0.330070965,1.020821645,0.350663924,1.120240852,23488,3107,10540,593,2565,699,40992,57.29898517,7.579527713,25.71233411,1.446623731,6.257318501,1.705210773,88342,10106,45206,1036,5972,1576,3.761154632,3.252655294,4.288994307,1.747048904,2.328265107,2.254649499,77100,9200,11.93255512,7660,3658,1340,38,524,186.8657299,89.23692428,32.68930523,0.927010148,12.78298205,1.456398147,0.80895705,1.511631995,1.595818623,1.343201454,1.203740162,7.956347066,0.798063217,561.743894,-293.6221968,-34.32707936
2012,Dambovita,88,123,211,164,39,26,65,56,352070,367708,516688,71.16635184,0.408370235,0.125801257,0.465816457,0.159059278,0.534171492,33717,7472,64403,5714,583,0,111889,30.13432956,6.678046993,57.55972437,5.106846964,0.521052114,0,67776,13752,140705,5915,430,0,2.010143251,1.840471092,2.184758474,1.035176759,0.737564322,,196900,72500,36.82072118,6133,4652,1961,820,608,54.81325242,41.57691998,17.52629839,7.328691829,5.433956868,-0.164278891,-0.133812928,0.090311003,-0.112104043,-0.079971215,0.158345695,10.41187054,0.88123797,788.3639469,149.7255379,23.44449312
2012,Dolj,139,152,291,231,66,35,101,89,444584,316213,656787,48.14544137,0.443066017,0.153778927,0.51958685,0.200187141,0.596844944,163353,15369,113342,57273,8284,63,357684,45.66964136,4.296809474,31.68774673,16.01217835,2.31601078,0.017613312,380004,32652,159326,69083,10077,0,2.326275,2.124536404,1.405710152,1.206205367,1.216441333,0,266200,112300,42.18632607,7446,6536,4483,96,1872,20.81725769,18.27311258,12.53340938,0.26839333,5.233669943,-0.581510957,-0.594789177,-0.377702896,-0.158650976,-0.428163502,-0.187955768,12.9725801,1.086618406,589.1845246,144.4199099,32.4710881
2013,Dambovita,123,148,271,218,34,31,65,59,350451,366589,514233,71.28850152,0.526998462,0.126401845,0.62205558,0.168354492,0.653400307,34208,7418,61095,8839,1646,0,113206,30.21747964,6.55265622,53.96798756,7.807890041,1.453986538,0,104168,20377,260858,18283,3198,0,3.045135641,2.746966837,4.269711106,2.068446657,1.942891859,,193500,68500,35.4005168,6325,4587,2103,746,574,55.87159691,40.51905376,18.57675388,6.589756727,5.070402629,-0.151289853,-0.154738745,0.188776595,-0.196594504,-0.078461627,0.152991442,10.42698249,0.015111951,777.4772123,-10.88673463,-1.380927511
2013,Dolj,115,162,277,227,38,55,93,81,441418,314651,652662,48.210406,0.424415701,0.142493358,0.514251798,0.18349954,0.566909059,175205,21909,99752,74331,4882,0,376079,46.58728618,5.825637698,26.52421433,19.76473028,1.29813151,0,496057,57397,463998,132041,5855,0,2.831294769,2.619790953,4.651515759,1.776392084,1.199303564,,262700,105900,40.31214313,7419,6335,4540,124,1977,19.72723816,16.84486504,12.0719317,0.329717958,5.256874221,-0.594888742,-0.623041564,-0.42096001,-0.153258273,-0.448037147,-0.218215637,12.8129502,-0.159629892,661.9316707,72.74714606,12.34709043
2014,Dambovita,98,113,211,180,26,27,53,52,347603,365061,511196,71.41311747,0.412757533,0.103678433,0.517832125,0.149595947,0.516435966,33791,8527,59958,7847,3617,6,113746,29.70741828,7.49652735,52.71218329,6.89870413,3.17989204,0.005274911,101491,24702,258812,13404,7937,11,3.003492054,2.89691568,4.316554922,1.708168727,2.194359967,1.833333333,188400,65900,34.97876858,6523,4610,2098,746,591,57.34707155,40.52889772,18.44460465,6.558472386,5.195787105,-0.133181387,-0.15454402,0.176389443,-0.167454995,-0.06969774,0.18433432,10.30304486,-0.123937634,1028.512561,251.0353489,32.28845102
2014,Dolj,119,141,260,232,70,65,135,113,437509,312115,648742,48.11080522,0.400775655,0.208095052,0.530274806,0.258280401,0.608870707,176622,24939,94005,67224,8117,16,370923,47.61689084,6.723497869,25.34353491,18.12343802,2.188324801,0.004313564,552481,76184,437407,148796,18207,31,3.128041807,3.054813746,4.653018456,2.213435678,2.2430701,1.9375,257300,102000,39.64244073,7716,6248,4506,118,1256,20.8021611,16.84446637,12.14807386,0.318125325,3.386147529,-0.581696238,-0.62304945,-0.413822742,-0.588017501,-0.551646483,-0.437373204,12.21788991,-0.595060296,998.7731859,336.8415152,50.88765656
2015,Dambovita,101,159,260,229,38,36,74,67,343401,362949,507487,71.51887635,0.512328395,0.145816543,0.666858862,0.195107178,0.658144938,32716,8380,61733,8855,4518,373,116575,28.06433626,7.188505254,52.95560798,7.595968261,3.875616556,0.319965687,90724,20441,184120,12145,8176,450,2.773077393,2.439260143,2.982521504,1.371541502,1.809650288,1.206434316,184600,57100,30.93174431,6880,4678,2087,860,537,59.0177997,40.12867253,17.90263779,7.377224962,4.606476517,-0.112676578,-0.162460937,0.125587588,-0.304411514,-0.11349036,0.133285619,10.78793998,0.484895126,769.3952469,-259.1173143,-25.19340298
2015,Dolj,131,172,303,272,77,63,140,122,432533,309758,643929,48.10437176,0.470548772,0.217415274,0.628853752,0.282059404,0.687964046,171526,24478,94208,67560,13845,1336,372953,45.99131794,6.563293498,25.26001936,18.11488311,3.712264012,0.358222082,569306,83032,326960,112113,32336,2533,3.319065331,3.392107198,3.470618207,1.659458259,2.335572409,1.895958084,248800,88200,35.45016077,7684,6306,4433,137,1196,20.6031323,16.90829676,11.88621623,0.367338512,3.206838395,-0.584138913,-0.621786811,-0.438368252,-0.629689169,-0.568495786,-0.464815411,13.16154942,0.943659511,658.0883158,-340.6848702,-34.11033405
2016,Dambovita,157,226,383,325,64,54,118,108,339131,360551,503356,71.62942331,0.760892887,0.234426529,0.958331736,0.318461008,0.995319416,32420,8158,61785,9536,4836,127,116862,27.74212319,6.980883435,52.87005186,8.160052027,4.138214304,0.10867519,99573,24011,178519,15933,13109,183,3.071344849,2.943245894,2.889358258,1.670826342,2.710711332,1.440944882,180300,48900,27.12146423,7045,4706,2029,898,561,60.28478034,40.26971984,17.36235902,7.684277182,4.800533963,-0.097126954,-0.159670858,0.074943968,-0.259312321,-0.110291541,0.130250104,10.30896704,-0.478972946,874.4625489,105.067302,13.65582935
2016,Dolj,247,279,526,452,71,88,159,148,427165,308387,638421,48.30464537,0.823907735,0.249051958,1.058139127,0.346470333,1.072959693,197770,32045,98409,91007,17768,2523,439522,44.99660995,7.290875087,22.39000551,20.70590323,4.042573523,0.574032699,663827,120372,396105,154412,46277,4994,3.356560651,3.756342643,4.025089169,1.696704649,2.604513733,1.979389616,239200,75600,31.60535117,7819,6408,4538,165,1258,17.78978072,14.57947498,10.32485291,0.375407829,2.862200299,-0.618667113,-0.667853598,-0.584724347,-0.709783494,-0.645257138,-0.600383521,12.72778992,-0.433759497,763.8752352,105.7869194,16.07488188
2017,Dambovita,185,217,402,350,50,64,114,102,334527,357915,498842,71.74917108,0.805866387,0.228529274,1.046253367,0.304908124,1.03439566,35258,8467,58988,11976,6622,111,121422,29.03757145,6.973200903,48.58098203,9.863122004,5.453706906,0.091416712,137676,27764,284143,30871,14931,192,3.904815928,3.279083501,4.816962772,2.577738811,2.254756871,1.72972973,181300,49300,27.19249862,7083,4733,2218,938,574,58.33374512,38.97975655,18.26687091,7.725123948,4.727314655,-0.121071965,-0.185187823,0.159729377,-0.27632858,-0.105714748,0.137545174,10.01233972,-0.296627321,913.3207659,38.85821704,4.443668524
2017,Dolj,210,258,468,376,108,98,206,182,421758,305892,633412,48.29273838,0.738855595,0.325222762,0.891506504,0.431527084,1.064078357,198238,29094,85294,77329,29061,1028,420044,47.19457962,6.926417232,20.30596795,18.40973803,6.918560913,0.244736266,894001,135684,584754,234064,79166,2177,4.509735772,4.663641988,6.855746008,3.026859264,2.724131998,2.11770428,242500,76400,31.50515464,7806,6316,4525,136,1286,18.58376741,15.03651998,10.77268096,0.323775604,3.061584025,-0.608922533,-0.65881272,-0.542746696,-0.663446466,-0.618482104,-0.563125389,12.642166,-0.085623925,677.5830618,-86.2921734,-11.29663189
2018,Dambovita,213,290,503,419,426,300,726,661,329802,354642,493890,71.8058677,1.018445403,1.469962947,1.270459245,2.004232843,2.48840835,35302,8086,59307,13351,7966,84,124096,28.4473311,6.515923156,47.79122615,10.75860624,6.419223827,0.067689531,117118,24190,338944,28882,14960,121,3.317602402,2.991590403,5.715075792,2.163283649,1.877981421,1.44047619,184100,49700,26.99619772,7417,4796,2237,1140,605,59.76824394,38.64749871,18.02636668,9.186436307,4.875257865,-0.103466393,-0.191760267,0.13718545,-0.241946392,-0.099996901,0.170077449,10.43604223,0.423702516,835.3830029,-77.93776304,-8.53344914
2018,Dolj,217,298,515,442,87,108,195,175,416414,302044,628620,48.04874169,0.819254876,0.310203302,1.061443659,0.420254843,1.129458178,200534,29005,85006,74132,30111,984,419772,47.77212391,6.909703363,20.25051695,17.66006308,7.173179726,0.234412967,906619,136720,661290,204998,64682,3542,4.521023866,4.713670057,7.779333224,2.765310527,2.148118628,3.599593496,246400,77000,31.25,7788,6429,4516,138,1324,18.55292873,15.31545696,10.75822113,0.328749893,3.154093174,-0.609301015,-0.653295024,-0.544102104,-0.641947224,-0.612161342,-0.557829017,12.72097414,0.078808146,735.9938971,58.41083531,8.620468634
2019,Dambovita,228,254,482,413,388,303,691,608,325676,350872,489481,71.6824555,0.984716465,1.411699331,1.268131517,1.866886108,2.396415796,30781,8167,64445,16503,4871,57,124824,24.65952061,6.54281228,51.6286932,13.22101519,3.902294431,0.045664295,129424,27180,291614,37755,11118,52,4.204671713,3.328027427,4.525005819,2.287765861,2.282488195,0.912280702,185900,49200,26.46584185,7961,4798,2220,1155,614,63.77779914,38.43812087,17.78504134,9.253028264,4.918925848,-0.054257214,-0.195902003,0.114564556,-0.231797898,-0.09184814,0.195752228,11.09026127,0.654219033,774.6874662,-60.69553673,-7.265593927
2019,Dolj,230,289,519,439,119,98,217,194,411223,299289,624174,47.9496102,0.831498909,0.347659467,1.067547292,0.471763496,1.179158376,199203,28796,97165,112769,14933,305,453171,43.95757893,6.354334236,21.4411337,24.88442553,3.295224099,0.067303512,894700,131830,615240,332272,27712,474,4.491398222,4.578066398,6.331909638,2.946483519,1.855755709,1.554098361,248300,76300,30.72895691,7829,6357,4626,143,1495,17.27603929,14.02781731,10.20806715,0.315554173,3.298975442,-0.62497225,-0.678766024,-0.595671387,-0.608276403,-0.626921516,-0.568692008,13.74585185,1.024877706,590.7833968,-145.2105003,-19.72985114
2020,Dambovita,184,197,381,333,139,124,263,215,321899,348000,485468,71.68340653,0.784809709,0.541745285,1.034485972,0.667911364,1.326554994,29169,9282,63079,16134,2613,590,120867,24.13313808,7.679515501,52.18876947,13.34855668,2.161880414,0.488139856,87428,26150,223155,34528,4220,452,2.997291645,2.817280758,3.537706685,2.140076856,1.615001914,0.766101695,187300,47500,25.36038441,8199,4321,2271,501,620,67.8348929,35.7500393,18.78924769,4.145051999,5.129605269,-0.004464595,-0.249075363,0.208694934,-0.182835737,-0.05692019,0.315307347,11.25608848,0.165827212,766.305005,-8.382461133,-1.082044244
2020,Dolj,195,215,410,358,41,61,102,92,405457,299739,619496,48.38433178,0.661828325,0.164649974,0.882954296,0.226904456,0.826478298,202360,30180,88872,89937,12702,2195,426246,47.47493232,7.08041835,20.84993173,21.09978745,2.979969313,0.514960844,661670,125574,427134,183900,33345,3164,3.269766752,4.16083499,4.806170672,2.044764669,2.625177137,1.441457859,248100,73600,29.66545748,7841,6234,4635,152,1534,18.39548054,14.62535719,10.87400234,0.356601587,3.598860752,-0.611233373,-0.666945995,-0.533249226,-0.538582681,-0.587502819,-0.484588466,13.56747577,-0.178376084,609.2989473,18.51555053,3.134067517
2021,Dambovita,269,272,541,458,120,128,248,205,316172,347736,481081,72.28221443,1.124550751,0.515505705,1.448578622,0.648381261,1.640056456,29547,8250,61769,15858,3002,3,118429,24.94912564,6.966199157,52.15698858,13.39030136,2.534852105,0.002533163,105996,25398,227232,33601,6352,9,3.587369276,3.078545455,3.678738526,2.118867449,2.115922718,3,159800,23000,14.39299124,9186,4411,1964,603,517,77.56546116,37.24594483,16.58377593,5.091658293,4.365484805,0.114958447,-0.219484623,0.001962632,-0.36041829,-0.115745459,0.255114038,10.01565861,-1.240429864,862.2385935,95.9335885,12.51898237
2021,Dolj,316,358,674,562,120,149,269,225,392777,300097,608212,49.34085483,1.108166232,0.442279994,1.430837345,0.572844133,1.550446226,202280,33208,83335,93151,17319,2351,431644,46.8626924,7.69337695,19.30641918,21.58051542,4.012334238,0.544661805,945187,140096,373749,263712,46858,3492,4.672666601,4.218742472,4.484898302,2.831016307,2.705583463,1.485325393,209600,35800,17.08015267,7742,6192,4604,164,1520,17.93607695,14.3451548,10.66619714,0.379942731,3.52142043,-0.616871623,-0.672488722,-0.552728073,-0.556579909,-0.599667082,-0.49994621,12.75942965,-0.808046113,685.4523404,76.15339303,12.49852693
